Entity,Code,Date,Daily confirmed cases (cases)
Afghanistan,AFG,"Dec 31, 2019",0
Afghanistan,AFG,"Jan 1, 2020",0
Afghanistan,AFG,"Jan 2, 2020",0
Afghanistan,AFG,"Jan 3, 2020",0
Afghanistan,AFG,"Jan 4, 2020",0
Afghanistan,AFG,"Jan 5, 2020",0
Afghanistan,AFG,"Jan 6, 2020",0
Afghanistan,AFG,"Jan 7, 2020",0
Afghanistan,AFG,"Jan 8, 2020",0
Afghanistan,AFG,"Jan 9, 2020",0
Afghanistan,AFG,"Jan 10, 2020",0
Afghanistan,AFG,"Jan 11, 2020",0
Afghanistan,AFG,"Jan 12, 2020",0
Afghanistan,AFG,"Jan 13, 2020",0
Afghanistan,AFG,"Jan 14, 2020",0
Afghanistan,AFG,"Jan 15, 2020",0
Afghanistan,AFG,"Jan 16, 2020",0
Afghanistan,AFG,"Jan 17, 2020",0
Afghanistan,AFG,"Jan 18, 2020",0
Afghanistan,AFG,"Jan 19, 2020",0
Afghanistan,AFG,"Jan 20, 2020",0
Afghanistan,AFG,"Jan 21, 2020",0
Afghanistan,AFG,"Jan 22, 2020",0
Afghanistan,AFG,"Jan 23, 2020",0
Afghanistan,AFG,"Jan 24, 2020",0
Afghanistan,AFG,"Jan 25, 2020",0
Afghanistan,AFG,"Jan 26, 2020",0
Afghanistan,AFG,"Jan 27, 2020",0
Afghanistan,AFG,"Jan 28, 2020",0
Afghanistan,AFG,"Jan 29, 2020",0
Afghanistan,AFG,"Jan 30, 2020",0
Afghanistan,AFG,"Jan 31, 2020",0
Afghanistan,AFG,"Feb 1, 2020",0
Afghanistan,AFG,"Feb 2, 2020",0
Afghanistan,AFG,"Feb 3, 2020",0
Afghanistan,AFG,"Feb 4, 2020",0
Afghanistan,AFG,"Feb 5, 2020",0
Afghanistan,AFG,"Feb 6, 2020",0
Afghanistan,AFG,"Feb 7, 2020",0
Afghanistan,AFG,"Feb 8, 2020",0
Afghanistan,AFG,"Feb 9, 2020",0
Afghanistan,AFG,"Feb 10, 2020",0
Afghanistan,AFG,"Feb 11, 2020",0
Afghanistan,AFG,"Feb 12, 2020",0
Afghanistan,AFG,"Feb 13, 2020",0
Afghanistan,AFG,"Feb 14, 2020",0
Afghanistan,AFG,"Feb 15, 2020",0
Afghanistan,AFG,"Feb 16, 2020",0
Afghanistan,AFG,"Feb 17, 2020",0
Afghanistan,AFG,"Feb 18, 2020",0
Afghanistan,AFG,"Feb 19, 2020",0
Afghanistan,AFG,"Feb 20, 2020",0
Afghanistan,AFG,"Feb 21, 2020",0
Afghanistan,AFG,"Feb 22, 2020",0
Afghanistan,AFG,"Feb 23, 2020",0
Afghanistan,AFG,"Feb 24, 2020",0
Afghanistan,AFG,"Feb 25, 2020",1
Afghanistan,AFG,"Feb 26, 2020",0
Afghanistan,AFG,"Feb 27, 2020",0
Afghanistan,AFG,"Feb 28, 2020",0
Afghanistan,AFG,"Feb 29, 2020",0
Afghanistan,AFG,"Mar 1, 2020",0
Afghanistan,AFG,"Mar 2, 2020",0
Afghanistan,AFG,"Mar 8, 2020",3
Afghanistan,AFG,"Mar 11, 2020",3
Afghanistan,AFG,"Mar 15, 2020",3
Afghanistan,AFG,"Mar 16, 2020",6
Afghanistan,AFG,"Mar 17, 2020",5
Afghanistan,AFG,"Mar 18, 2020",1
Afghanistan,AFG,"Mar 19, 2020",0
Afghanistan,AFG,"Mar 20, 2020",0
Afghanistan,AFG,"Mar 21, 2020",2
Afghanistan,AFG,"Mar 22, 2020",0
Afghanistan,AFG,"Mar 23, 2020",10
Afghanistan,AFG,"Mar 24, 2020",6
Afghanistan,AFG,"Mar 25, 2020",2
Afghanistan,AFG,"Mar 26, 2020",33
Afghanistan,AFG,"Mar 27, 2020",0
Afghanistan,AFG,"Mar 28, 2020",16
Afghanistan,AFG,"Mar 29, 2020",15
Afghanistan,AFG,"Mar 30, 2020",8
Albania,ALB,"Mar 9, 2020",2
Albania,ALB,"Mar 10, 2020",4
Albania,ALB,"Mar 11, 2020",4
Albania,ALB,"Mar 12, 2020",1
Albania,ALB,"Mar 13, 2020",12
Albania,ALB,"Mar 14, 2020",10
Albania,ALB,"Mar 15, 2020",5
Albania,ALB,"Mar 16, 2020",4
Albania,ALB,"Mar 17, 2020",9
Albania,ALB,"Mar 18, 2020",4
Albania,ALB,"Mar 19, 2020",4
Albania,ALB,"Mar 20, 2020",11
Albania,ALB,"Mar 21, 2020",0
Albania,ALB,"Mar 22, 2020",6
Albania,ALB,"Mar 23, 2020",13
Albania,ALB,"Mar 24, 2020",11
Albania,ALB,"Mar 25, 2020",23
Albania,ALB,"Mar 26, 2020",23
Albania,ALB,"Mar 27, 2020",28
Albania,ALB,"Mar 28, 2020",12
Albania,ALB,"Mar 29, 2020",11
Albania,ALB,"Mar 30, 2020",15
Algeria,DZA,"Dec 31, 2019",0
Algeria,DZA,"Jan 1, 2020",0
Algeria,DZA,"Jan 2, 2020",0
Algeria,DZA,"Jan 3, 2020",0
Algeria,DZA,"Jan 4, 2020",0
Algeria,DZA,"Jan 5, 2020",0
Algeria,DZA,"Jan 6, 2020",0
Algeria,DZA,"Jan 7, 2020",0
Algeria,DZA,"Jan 8, 2020",0
Algeria,DZA,"Jan 9, 2020",0
Algeria,DZA,"Jan 10, 2020",0
Algeria,DZA,"Jan 11, 2020",0
Algeria,DZA,"Jan 12, 2020",0
Algeria,DZA,"Jan 13, 2020",0
Algeria,DZA,"Jan 14, 2020",0
Algeria,DZA,"Jan 15, 2020",0
Algeria,DZA,"Jan 16, 2020",0
Algeria,DZA,"Jan 17, 2020",0
Algeria,DZA,"Jan 18, 2020",0
Algeria,DZA,"Jan 19, 2020",0
Algeria,DZA,"Jan 20, 2020",0
Algeria,DZA,"Jan 21, 2020",0
Algeria,DZA,"Jan 22, 2020",0
Algeria,DZA,"Jan 23, 2020",0
Algeria,DZA,"Jan 24, 2020",0
Algeria,DZA,"Jan 25, 2020",0
Algeria,DZA,"Jan 26, 2020",0
Algeria,DZA,"Jan 27, 2020",0
Algeria,DZA,"Jan 28, 2020",0
Algeria,DZA,"Jan 29, 2020",0
Algeria,DZA,"Jan 30, 2020",0
Algeria,DZA,"Jan 31, 2020",0
Algeria,DZA,"Feb 1, 2020",0
Algeria,DZA,"Feb 2, 2020",0
Algeria,DZA,"Feb 3, 2020",0
Algeria,DZA,"Feb 4, 2020",0
Algeria,DZA,"Feb 5, 2020",0
Algeria,DZA,"Feb 6, 2020",0
Algeria,DZA,"Feb 7, 2020",0
Algeria,DZA,"Feb 8, 2020",0
Algeria,DZA,"Feb 9, 2020",0
Algeria,DZA,"Feb 10, 2020",0
Algeria,DZA,"Feb 11, 2020",0
Algeria,DZA,"Feb 12, 2020",0
Algeria,DZA,"Feb 13, 2020",0
Algeria,DZA,"Feb 14, 2020",0
Algeria,DZA,"Feb 15, 2020",0
Algeria,DZA,"Feb 16, 2020",0
Algeria,DZA,"Feb 17, 2020",0
Algeria,DZA,"Feb 18, 2020",0
Algeria,DZA,"Feb 19, 2020",0
Algeria,DZA,"Feb 20, 2020",0
Algeria,DZA,"Feb 21, 2020",0
Algeria,DZA,"Feb 22, 2020",0
Algeria,DZA,"Feb 23, 2020",0
Algeria,DZA,"Feb 24, 2020",0
Algeria,DZA,"Feb 25, 2020",0
Algeria,DZA,"Feb 26, 2020",1
Algeria,DZA,"Feb 27, 2020",0
Algeria,DZA,"Feb 28, 2020",0
Algeria,DZA,"Feb 29, 2020",0
Algeria,DZA,"Mar 1, 2020",0
Algeria,DZA,"Mar 2, 2020",2
Algeria,DZA,"Mar 4, 2020",2
Algeria,DZA,"Mar 5, 2020",7
Algeria,DZA,"Mar 6, 2020",5
Algeria,DZA,"Mar 9, 2020",3
Algeria,DZA,"Mar 12, 2020",0
Algeria,DZA,"Mar 13, 2020",4
Algeria,DZA,"Mar 14, 2020",2
Algeria,DZA,"Mar 15, 2020",11
Algeria,DZA,"Mar 16, 2020",11
Algeria,DZA,"Mar 17, 2020",12
Algeria,DZA,"Mar 18, 2020",0
Algeria,DZA,"Mar 19, 2020",13
Algeria,DZA,"Mar 20, 2020",9
Algeria,DZA,"Mar 21, 2020",12
Algeria,DZA,"Mar 22, 2020",0
Algeria,DZA,"Mar 23, 2020",8
Algeria,DZA,"Mar 24, 2020",87
Algeria,DZA,"Mar 25, 2020",42
Algeria,DZA,"Mar 26, 2020",33
Algeria,DZA,"Mar 27, 2020",41
Algeria,DZA,"Mar 28, 2020",0
Algeria,DZA,"Mar 29, 2020",104
Algeria,DZA,"Mar 30, 2020",45
Andorra,AND,"Mar 3, 2020",1
Andorra,AND,"Mar 14, 2020",1
Andorra,AND,"Mar 16, 2020",3
Andorra,AND,"Mar 17, 2020",9
Andorra,AND,"Mar 18, 2020",0
Andorra,AND,"Mar 19, 2020",39
Andorra,AND,"Mar 20, 2020",22
Andorra,AND,"Mar 21, 2020",0
Andorra,AND,"Mar 22, 2020",13
Andorra,AND,"Mar 23, 2020",25
Andorra,AND,"Mar 24, 2020",20
Andorra,AND,"Mar 25, 2020",31
Andorra,AND,"Mar 26, 2020",24
Andorra,AND,"Mar 27, 2020",36
Andorra,AND,"Mar 28, 2020",43
Andorra,AND,"Mar 29, 2020",41
Andorra,AND,"Mar 30, 2020",26
Angola,AGO,"Mar 22, 2020",2
Angola,AGO,"Mar 23, 2020",0
Angola,AGO,"Mar 24, 2020",0
Angola,AGO,"Mar 25, 2020",0
Angola,AGO,"Mar 26, 2020",0
Angola,AGO,"Mar 27, 2020",1
Angola,AGO,"Mar 28, 2020",1
Angola,AGO,"Mar 29, 2020",0
Angola,AGO,"Mar 30, 2020",3
Anguilla,AIA,"Mar 27, 2020",2
Anguilla,AIA,"Mar 28, 2020",0
Anguilla,AIA,"Mar 29, 2020",0
Anguilla,AIA,"Mar 30, 2020",0
Antigua and Barbuda,ATG,"Mar 15, 2020",1
Antigua and Barbuda,ATG,"Mar 21, 2020",0
Antigua and Barbuda,ATG,"Mar 22, 2020",0
Antigua and Barbuda,ATG,"Mar 23, 2020",0
Antigua and Barbuda,ATG,"Mar 24, 2020",0
Antigua and Barbuda,ATG,"Mar 25, 2020",2
Antigua and Barbuda,ATG,"Mar 26, 2020",0
Antigua and Barbuda,ATG,"Mar 27, 2020",4
Antigua and Barbuda,ATG,"Mar 28, 2020",0
Antigua and Barbuda,ATG,"Mar 29, 2020",0
Antigua and Barbuda,ATG,"Mar 30, 2020",0
Argentina,ARG,"Mar 4, 2020",1
Argentina,ARG,"Mar 6, 2020",1
Argentina,ARG,"Mar 7, 2020",6
Argentina,ARG,"Mar 8, 2020",1
Argentina,ARG,"Mar 9, 2020",3
Argentina,ARG,"Mar 11, 2020",7
Argentina,ARG,"Mar 13, 2020",12
Argentina,ARG,"Mar 14, 2020",3
Argentina,ARG,"Mar 15, 2020",11
Argentina,ARG,"Mar 16, 2020",11
Argentina,ARG,"Mar 17, 2020",9
Argentina,ARG,"Mar 18, 2020",14
Argentina,ARG,"Mar 19, 2020",18
Argentina,ARG,"Mar 20, 2020",31
Argentina,ARG,"Mar 21, 2020",30
Argentina,ARG,"Mar 22, 2020",67
Argentina,ARG,"Mar 23, 2020",41
Argentina,ARG,"Mar 24, 2020",35
Argentina,ARG,"Mar 25, 2020",86
Argentina,ARG,"Mar 26, 2020",115
Argentina,ARG,"Mar 27, 2020",87
Argentina,ARG,"Mar 28, 2020",101
Argentina,ARG,"Mar 29, 2020",55
Argentina,ARG,"Mar 30, 2020",75
Armenia,ARM,"Dec 31, 2019",0
Armenia,ARM,"Jan 1, 2020",0
Armenia,ARM,"Jan 2, 2020",0
Armenia,ARM,"Jan 3, 2020",0
Armenia,ARM,"Jan 4, 2020",0
Armenia,ARM,"Jan 5, 2020",0
Armenia,ARM,"Jan 6, 2020",0
Armenia,ARM,"Jan 7, 2020",0
Armenia,ARM,"Jan 8, 2020",0
Armenia,ARM,"Jan 9, 2020",0
Armenia,ARM,"Jan 10, 2020",0
Armenia,ARM,"Jan 11, 2020",0
Armenia,ARM,"Jan 12, 2020",0
Armenia,ARM,"Jan 13, 2020",0
Armenia,ARM,"Jan 14, 2020",0
Armenia,ARM,"Jan 15, 2020",0
Armenia,ARM,"Jan 16, 2020",0
Armenia,ARM,"Jan 17, 2020",0
Armenia,ARM,"Jan 18, 2020",0
Armenia,ARM,"Jan 19, 2020",0
Armenia,ARM,"Jan 20, 2020",0
Armenia,ARM,"Jan 21, 2020",0
Armenia,ARM,"Jan 22, 2020",0
Armenia,ARM,"Jan 23, 2020",0
Armenia,ARM,"Jan 24, 2020",0
Armenia,ARM,"Jan 25, 2020",0
Armenia,ARM,"Jan 26, 2020",0
Armenia,ARM,"Jan 27, 2020",0
Armenia,ARM,"Jan 28, 2020",0
Armenia,ARM,"Jan 29, 2020",0
Armenia,ARM,"Jan 30, 2020",0
Armenia,ARM,"Jan 31, 2020",0
Armenia,ARM,"Feb 1, 2020",0
Armenia,ARM,"Feb 2, 2020",0
Armenia,ARM,"Feb 3, 2020",0
Armenia,ARM,"Feb 4, 2020",0
Armenia,ARM,"Feb 5, 2020",0
Armenia,ARM,"Feb 6, 2020",0
Armenia,ARM,"Feb 7, 2020",0
Armenia,ARM,"Feb 8, 2020",0
Armenia,ARM,"Feb 9, 2020",0
Armenia,ARM,"Feb 10, 2020",0
Armenia,ARM,"Feb 11, 2020",0
Armenia,ARM,"Feb 12, 2020",0
Armenia,ARM,"Feb 13, 2020",0
Armenia,ARM,"Feb 14, 2020",0
Armenia,ARM,"Feb 15, 2020",0
Armenia,ARM,"Feb 16, 2020",0
Armenia,ARM,"Feb 17, 2020",0
Armenia,ARM,"Feb 18, 2020",0
Armenia,ARM,"Feb 19, 2020",0
Armenia,ARM,"Feb 20, 2020",0
Armenia,ARM,"Feb 21, 2020",0
Armenia,ARM,"Feb 22, 2020",0
Armenia,ARM,"Feb 23, 2020",0
Armenia,ARM,"Feb 24, 2020",0
Armenia,ARM,"Feb 25, 2020",0
Armenia,ARM,"Feb 26, 2020",0
Armenia,ARM,"Feb 27, 2020",0
Armenia,ARM,"Feb 28, 2020",0
Armenia,ARM,"Feb 29, 2020",0
Armenia,ARM,"Mar 1, 2020",1
Armenia,ARM,"Mar 2, 2020",0
Armenia,ARM,"Mar 12, 2020",3
Armenia,ARM,"Mar 13, 2020",2
Armenia,ARM,"Mar 14, 2020",7
Armenia,ARM,"Mar 15, 2020",7
Armenia,ARM,"Mar 16, 2020",10
Armenia,ARM,"Mar 17, 2020",22
Armenia,ARM,"Mar 18, 2020",26
Armenia,ARM,"Mar 19, 2020",37
Armenia,ARM,"Mar 20, 2020",7
Armenia,ARM,"Mar 21, 2020",14
Armenia,ARM,"Mar 22, 2020",24
Armenia,ARM,"Mar 23, 2020",30
Armenia,ARM,"Mar 24, 2020",4
Armenia,ARM,"Mar 25, 2020",71
Armenia,ARM,"Mar 26, 2020",25
Armenia,ARM,"Mar 27, 2020",39
Armenia,ARM,"Mar 28, 2020",43
Armenia,ARM,"Mar 29, 2020",52
Armenia,ARM,"Mar 30, 2020",0
Aruba,ABW,"Mar 13, 2020",2
Aruba,ABW,"Mar 20, 2020",2
Aruba,ABW,"Mar 24, 2020",8
Aruba,ABW,"Mar 25, 2020",5
Aruba,ABW,"Mar 26, 2020",2
Aruba,ABW,"Mar 27, 2020",9
Aruba,ABW,"Mar 28, 2020",0
Aruba,ABW,"Mar 29, 2020",0
Aruba,ABW,"Mar 30, 2020",22
Australia,AUS,"Dec 31, 2019",0
Australia,AUS,"Jan 1, 2020",0
Australia,AUS,"Jan 2, 2020",0
Australia,AUS,"Jan 3, 2020",0
Australia,AUS,"Jan 4, 2020",0
Australia,AUS,"Jan 5, 2020",0
Australia,AUS,"Jan 6, 2020",0
Australia,AUS,"Jan 7, 2020",0
Australia,AUS,"Jan 8, 2020",0
Australia,AUS,"Jan 9, 2020",0
Australia,AUS,"Jan 10, 2020",0
Australia,AUS,"Jan 11, 2020",0
Australia,AUS,"Jan 12, 2020",0
Australia,AUS,"Jan 13, 2020",0
Australia,AUS,"Jan 14, 2020",0
Australia,AUS,"Jan 15, 2020",0
Australia,AUS,"Jan 16, 2020",0
Australia,AUS,"Jan 17, 2020",0
Australia,AUS,"Jan 18, 2020",0
Australia,AUS,"Jan 19, 2020",0
Australia,AUS,"Jan 20, 2020",0
Australia,AUS,"Jan 21, 2020",0
Australia,AUS,"Jan 22, 2020",0
Australia,AUS,"Jan 23, 2020",0
Australia,AUS,"Jan 24, 2020",0
Australia,AUS,"Jan 25, 2020",1
Australia,AUS,"Jan 26, 2020",3
Australia,AUS,"Jan 27, 2020",0
Australia,AUS,"Jan 28, 2020",0
Australia,AUS,"Jan 29, 2020",0
Australia,AUS,"Jan 30, 2020",2
Australia,AUS,"Jan 31, 2020",1
Australia,AUS,"Feb 1, 2020",2
Australia,AUS,"Feb 2, 2020",2
Australia,AUS,"Feb 3, 2020",0
Australia,AUS,"Feb 4, 2020",0
Australia,AUS,"Feb 5, 2020",1
Australia,AUS,"Feb 6, 2020",1
Australia,AUS,"Feb 7, 2020",1
Australia,AUS,"Feb 8, 2020",0
Australia,AUS,"Feb 9, 2020",0
Australia,AUS,"Feb 10, 2020",0
Australia,AUS,"Feb 11, 2020",0
Australia,AUS,"Feb 12, 2020",0
Australia,AUS,"Feb 13, 2020",0
Australia,AUS,"Feb 14, 2020",1
Australia,AUS,"Feb 15, 2020",0
Australia,AUS,"Feb 16, 2020",0
Australia,AUS,"Feb 17, 2020",0
Australia,AUS,"Feb 18, 2020",0
Australia,AUS,"Feb 19, 2020",0
Australia,AUS,"Feb 20, 2020",0
Australia,AUS,"Feb 21, 2020",2
Australia,AUS,"Feb 22, 2020",4
Australia,AUS,"Feb 23, 2020",1
Australia,AUS,"Feb 24, 2020",0
Australia,AUS,"Feb 25, 2020",0
Australia,AUS,"Feb 26, 2020",0
Australia,AUS,"Feb 27, 2020",1
Australia,AUS,"Feb 28, 2020",0
Australia,AUS,"Feb 29, 2020",2
Australia,AUS,"Mar 1, 2020",1
Australia,AUS,"Mar 2, 2020",3
Australia,AUS,"Mar 3, 2020",4
Australia,AUS,"Mar 4, 2020",8
Australia,AUS,"Mar 5, 2020",11
Australia,AUS,"Mar 6, 2020",7
Australia,AUS,"Mar 7, 2020",4
Australia,AUS,"Mar 8, 2020",11
Australia,AUS,"Mar 9, 2020",6
Australia,AUS,"Mar 10, 2020",20
Australia,AUS,"Mar 11, 2020",12
Australia,AUS,"Mar 12, 2020",14
Australia,AUS,"Mar 13, 2020",30
Australia,AUS,"Mar 14, 2020",41
Australia,AUS,"Mar 15, 2020",52
Australia,AUS,"Mar 16, 2020",49
Australia,AUS,"Mar 17, 2020",77
Australia,AUS,"Mar 18, 2020",79
Australia,AUS,"Mar 19, 2020",111
Australia,AUS,"Mar 20, 2020",144
Australia,AUS,"Mar 21, 2020",165
Australia,AUS,"Mar 22, 2020",224
Australia,AUS,"Mar 23, 2020",611
Australia,AUS,"Mar 24, 2020",114
Australia,AUS,"Mar 25, 2020",600
Australia,AUS,"Mar 26, 2020",376
Australia,AUS,"Mar 27, 2020",367
Australia,AUS,"Mar 28, 2020",212
Australia,AUS,"Mar 29, 2020",431
Australia,AUS,"Mar 30, 2020",284
Austria,AUT,"Dec 31, 2019",0
Austria,AUT,"Jan 1, 2020",0
Austria,AUT,"Jan 2, 2020",0
Austria,AUT,"Jan 3, 2020",0
Austria,AUT,"Jan 4, 2020",0
Austria,AUT,"Jan 5, 2020",0
Austria,AUT,"Jan 6, 2020",0
Austria,AUT,"Jan 7, 2020",0
Austria,AUT,"Jan 8, 2020",0
Austria,AUT,"Jan 9, 2020",0
Austria,AUT,"Jan 10, 2020",0
Austria,AUT,"Jan 11, 2020",0
Austria,AUT,"Jan 12, 2020",0
Austria,AUT,"Jan 13, 2020",0
Austria,AUT,"Jan 14, 2020",0
Austria,AUT,"Jan 15, 2020",0
Austria,AUT,"Jan 16, 2020",0
Austria,AUT,"Jan 17, 2020",0
Austria,AUT,"Jan 18, 2020",0
Austria,AUT,"Jan 19, 2020",0
Austria,AUT,"Jan 20, 2020",0
Austria,AUT,"Jan 21, 2020",0
Austria,AUT,"Jan 22, 2020",0
Austria,AUT,"Jan 23, 2020",0
Austria,AUT,"Jan 24, 2020",0
Austria,AUT,"Jan 25, 2020",0
Austria,AUT,"Jan 26, 2020",0
Austria,AUT,"Jan 27, 2020",0
Austria,AUT,"Jan 28, 2020",0
Austria,AUT,"Jan 29, 2020",0
Austria,AUT,"Jan 30, 2020",0
Austria,AUT,"Jan 31, 2020",0
Austria,AUT,"Feb 1, 2020",0
Austria,AUT,"Feb 2, 2020",0
Austria,AUT,"Feb 3, 2020",0
Austria,AUT,"Feb 4, 2020",0
Austria,AUT,"Feb 5, 2020",0
Austria,AUT,"Feb 6, 2020",0
Austria,AUT,"Feb 7, 2020",0
Austria,AUT,"Feb 8, 2020",0
Austria,AUT,"Feb 9, 2020",0
Austria,AUT,"Feb 10, 2020",0
Austria,AUT,"Feb 11, 2020",0
Austria,AUT,"Feb 12, 2020",0
Austria,AUT,"Feb 13, 2020",0
Austria,AUT,"Feb 14, 2020",0
Austria,AUT,"Feb 15, 2020",0
Austria,AUT,"Feb 16, 2020",0
Austria,AUT,"Feb 17, 2020",0
Austria,AUT,"Feb 18, 2020",0
Austria,AUT,"Feb 19, 2020",0
Austria,AUT,"Feb 20, 2020",0
Austria,AUT,"Feb 21, 2020",0
Austria,AUT,"Feb 22, 2020",0
Austria,AUT,"Feb 23, 2020",0
Austria,AUT,"Feb 24, 2020",0
Austria,AUT,"Feb 25, 2020",0
Austria,AUT,"Feb 26, 2020",2
Austria,AUT,"Feb 27, 2020",0
Austria,AUT,"Feb 28, 2020",3
Austria,AUT,"Feb 29, 2020",2
Austria,AUT,"Mar 1, 2020",3
Austria,AUT,"Mar 2, 2020",4
Austria,AUT,"Mar 3, 2020",4
Austria,AUT,"Mar 4, 2020",6
Austria,AUT,"Mar 5, 2020",5
Austria,AUT,"Mar 6, 2020",12
Austria,AUT,"Mar 7, 2020",33
Austria,AUT,"Mar 8, 2020",25
Austria,AUT,"Mar 9, 2020",3
Austria,AUT,"Mar 10, 2020",29
Austria,AUT,"Mar 11, 2020",51
Austria,AUT,"Mar 12, 2020",64
Austria,AUT,"Mar 13, 2020",115
Austria,AUT,"Mar 14, 2020",143
Austria,AUT,"Mar 15, 2020",151
Austria,AUT,"Mar 16, 2020",205
Austria,AUT,"Mar 17, 2020",156
Austria,AUT,"Mar 18, 2020",316
Austria,AUT,"Mar 19, 2020",314
Austria,AUT,"Mar 20, 2020",550
Austria,AUT,"Mar 21, 2020",453
Austria,AUT,"Mar 22, 2020",375
Austria,AUT,"Mar 23, 2020",607
Austria,AUT,"Mar 24, 2020",855
Austria,AUT,"Mar 25, 2020",796
Austria,AUT,"Mar 26, 2020",606
Austria,AUT,"Mar 27, 2020",1141
Austria,AUT,"Mar 28, 2020",668
Austria,AUT,"Mar 29, 2020",594
Austria,AUT,"Mar 30, 2020",522
Azerbaijan,AZE,"Dec 31, 2019",0
Azerbaijan,AZE,"Jan 1, 2020",0
Azerbaijan,AZE,"Jan 2, 2020",0
Azerbaijan,AZE,"Jan 3, 2020",0
Azerbaijan,AZE,"Jan 4, 2020",0
Azerbaijan,AZE,"Jan 5, 2020",0
Azerbaijan,AZE,"Jan 6, 2020",0
Azerbaijan,AZE,"Jan 7, 2020",0
Azerbaijan,AZE,"Jan 8, 2020",0
Azerbaijan,AZE,"Jan 9, 2020",0
Azerbaijan,AZE,"Jan 10, 2020",0
Azerbaijan,AZE,"Jan 11, 2020",0
Azerbaijan,AZE,"Jan 12, 2020",0
Azerbaijan,AZE,"Jan 13, 2020",0
Azerbaijan,AZE,"Jan 14, 2020",0
Azerbaijan,AZE,"Jan 15, 2020",0
Azerbaijan,AZE,"Jan 16, 2020",0
Azerbaijan,AZE,"Jan 17, 2020",0
Azerbaijan,AZE,"Jan 18, 2020",0
Azerbaijan,AZE,"Jan 19, 2020",0
Azerbaijan,AZE,"Jan 20, 2020",0
Azerbaijan,AZE,"Jan 21, 2020",0
Azerbaijan,AZE,"Jan 22, 2020",0
Azerbaijan,AZE,"Jan 23, 2020",0
Azerbaijan,AZE,"Jan 24, 2020",0
Azerbaijan,AZE,"Jan 25, 2020",0
Azerbaijan,AZE,"Jan 26, 2020",0
Azerbaijan,AZE,"Jan 27, 2020",0
Azerbaijan,AZE,"Jan 28, 2020",0
Azerbaijan,AZE,"Jan 29, 2020",0
Azerbaijan,AZE,"Jan 30, 2020",0
Azerbaijan,AZE,"Jan 31, 2020",0
Azerbaijan,AZE,"Feb 1, 2020",0
Azerbaijan,AZE,"Feb 2, 2020",0
Azerbaijan,AZE,"Feb 3, 2020",0
Azerbaijan,AZE,"Feb 4, 2020",0
Azerbaijan,AZE,"Feb 5, 2020",0
Azerbaijan,AZE,"Feb 6, 2020",0
Azerbaijan,AZE,"Feb 7, 2020",0
Azerbaijan,AZE,"Feb 8, 2020",0
Azerbaijan,AZE,"Feb 9, 2020",0
Azerbaijan,AZE,"Feb 10, 2020",0
Azerbaijan,AZE,"Feb 11, 2020",0
Azerbaijan,AZE,"Feb 12, 2020",0
Azerbaijan,AZE,"Feb 13, 2020",0
Azerbaijan,AZE,"Feb 14, 2020",0
Azerbaijan,AZE,"Feb 15, 2020",0
Azerbaijan,AZE,"Feb 16, 2020",0
Azerbaijan,AZE,"Feb 17, 2020",0
Azerbaijan,AZE,"Feb 18, 2020",0
Azerbaijan,AZE,"Feb 19, 2020",0
Azerbaijan,AZE,"Feb 20, 2020",0
Azerbaijan,AZE,"Feb 21, 2020",0
Azerbaijan,AZE,"Feb 22, 2020",0
Azerbaijan,AZE,"Feb 23, 2020",0
Azerbaijan,AZE,"Feb 24, 2020",0
Azerbaijan,AZE,"Feb 25, 2020",0
Azerbaijan,AZE,"Feb 26, 2020",0
Azerbaijan,AZE,"Feb 27, 2020",0
Azerbaijan,AZE,"Feb 28, 2020",0
Azerbaijan,AZE,"Feb 29, 2020",1
Azerbaijan,AZE,"Mar 1, 2020",0
Azerbaijan,AZE,"Mar 2, 2020",2
Azerbaijan,AZE,"Mar 6, 2020",3
Azerbaijan,AZE,"Mar 7, 2020",3
Azerbaijan,AZE,"Mar 11, 2020",2
Azerbaijan,AZE,"Mar 12, 2020",2
Azerbaijan,AZE,"Mar 13, 2020",0
Azerbaijan,AZE,"Mar 15, 2020",6
Azerbaijan,AZE,"Mar 16, 2020",0
Azerbaijan,AZE,"Mar 17, 2020",0
Azerbaijan,AZE,"Mar 18, 2020",9
Azerbaijan,AZE,"Mar 19, 2020",6
Azerbaijan,AZE,"Mar 20, 2020",10
Azerbaijan,AZE,"Mar 21, 2020",0
Azerbaijan,AZE,"Mar 22, 2020",9
Azerbaijan,AZE,"Mar 23, 2020",12
Azerbaijan,AZE,"Mar 24, 2020",7
Azerbaijan,AZE,"Mar 25, 2020",15
Azerbaijan,AZE,"Mar 26, 2020",6
Azerbaijan,AZE,"Mar 27, 2020",29
Azerbaijan,AZE,"Mar 28, 2020",43
Azerbaijan,AZE,"Mar 29, 2020",17
Azerbaijan,AZE,"Mar 30, 2020",27
Bahamas,BHS,"Mar 16, 2020",1
Bahamas,BHS,"Mar 17, 2020",0
Bahamas,BHS,"Mar 20, 2020",2
Bahamas,BHS,"Mar 21, 2020",1
Bahamas,BHS,"Mar 22, 2020",0
Bahamas,BHS,"Mar 23, 2020",0
Bahamas,BHS,"Mar 24, 2020",0
Bahamas,BHS,"Mar 25, 2020",0
Bahamas,BHS,"Mar 26, 2020",1
Bahamas,BHS,"Mar 27, 2020",4
Bahamas,BHS,"Mar 28, 2020",0
Bahamas,BHS,"Mar 29, 2020",2
